playerid,yearid,stint,teamid,lgid,g,ab,r,h,b,v11,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
sorrepa01,1999,1,TBA,AL,99,294,40,69,14,1,11,42,1,1,49,101,1,4,0,1,4
sosasa01,1999,1,CHN,NL,162,625,114,180,24,2,63,141,7,8,78,171,8,3,0,6,17
spencsh01,1999,1,NYA,AL,71,205,25,48,8,0,8,20,0,4,18,51,0,2,0,1,1
spierbi01,1999,1,HOU,NL,127,393,56,113,18,5,4,39,10,5,47,45,2,0,3,1,10
spiezsc01,1999,1,OAK,AL,89,247,31,60,24,0,8,33,0,0,29,36,3,2,1,3,5
spraged02,1999,1,PIT,NL,137,490,71,131,27,2,22,81,3,6,50,93,6,17,1,6,12
stairma01,1999,1,OAK,AL,146,531,94,137,26,3,38,102,2,7,89,124,6,2,0,1,8
stanlmi02,1999,1,BOS,AL,136,427,59,120,22,0,19,72,0,0,70,94,3,11,0,4,8
steinte01,1999,1,MIN,AL,101,338,35,96,16,4,4,42,2,2,38,54,1,2,0,2,9
stevele01,1999,1,TEX,AL,146,517,76,146,31,1,24,81,2,3,52,132,10,0,0,7,19
stewash01,1999,1,TOR,AL,145,608,102,185,28,2,11,67,37,14,59,83,0,8,3,4,12
stinnke01,1999,1,ARI,NL,88,284,36,66,13,0,14,38,2,1,24,83,2,5,2,2,4
stockke01,1999,1,TBA,AL,79,254,39,76,11,2,1,27,9,7,24,41,0,4,4,0,4
surhobj01,1999,1,BAL,AL,162,673,104,207,38,1,28,107,5,1,43,78,1,2,1,8,15
sweenmi01,1999,1,KCA,AL,150,575,101,185,44,2,22,102,6,1,54,48,0,10,0,4,21
tatisfe01,1999,1,SLN,NL,149,537,104,160,31,2,34,107,21,9,82,128,4,16,0,4,11
taubeed01,1999,1,CIN,NL,126,424,58,132,22,2,21,87,0,2,30,67,1,1,1,5,12
tejadmi01,1999,1,OAK,AL,159,593,93,149,33,4,21,84,8,7,57,94,3,10,9,5,11
thomafr04,1999,1,CHA,AL,135,486,74,148,36,0,15,77,3,3,87,66,13,9,0,8,14
thomeji01,1999,1,CLE,AL,146,494,101,137,27,2,33,108,0,0,127,171,13,4,0,4,6
trammbu01,1999,1,TBA,AL,82,283,49,82,19,0,14,39,0,2,43,37,1,1,0,1,7
tuckemi01,1999,1,CIN,NL,133,296,55,75,8,5,11,44,11,4,37,81,3,3,0,4,5
valenja01,1999,1,MIN,AL,78,218,22,54,12,1,5,28,0,0,22,39,0,1,1,5,2
valenjo02,1999,1,BOS,AL,113,450,58,114,27,1,12,70,0,1,40,68,2,4,1,8,11
valenjo03,1999,1,MIL,NL,89,256,45,58,9,5,10,38,3,2,48,52,7,2,2,5,3
vandejo02,1999,1,SDN,NL,132,246,26,67,18,0,6,41,2,1,37,59,1,2,0,3,5
varitja01,1999,1,BOS,AL,144,483,70,130,39,2,20,76,1,2,46,85,2,2,5,8,12
vaughgr01,1999,1,CIN,NL,153,550,104,135,20,2,45,118,15,2,85,137,3,3,0,5,9
vaughmo01,1999,1,ANA,AL,139,524,63,147,20,0,33,108,0,0,54,127,7,11,0,3,11
velarra01,1999,1,ANA,AL,95,376,57,115,15,4,9,48,13,4,43,56,1,4,2,0,8
velarra01,1999,2,OAK,AL,61,255,48,85,10,3,7,28,11,4,27,42,1,2,2,0,11
venturo01,1999,1,NYN,NL,161,588,88,177,38,0,32,120,1,1,74,109,10,3,1,5,14
verasqu01,1999,1,SDN,NL,132,475,95,133,25,2,6,41,30,17,65,88,0,2,1,2,7
vidrojo01,1999,1,MON,NL,140,494,67,150,45,2,12,59,0,4,29,51,2,4,2,2,12
vizcajo01,1999,1,LAN,NL,94,266,27,67,9,0,1,29,2,1,20,23,0,1,9,2,9
vizquom01,1999,1,CLE,AL,144,574,112,191,36,4,5,66,42,9,65,50,0,1,17,7,8
walbema01,1999,1,ANA,AL,107,288,26,69,8,1,3,22,2,3,26,46,1,3,3,1,12
walkela01,1999,1,COL,NL,127,438,108,166,26,4,37,115,11,4,57,52,8,12,0,6,12
walketo04,1999,1,MIN,AL,143,531,62,148,37,4,6,46,18,10,52,83,5,1,0,2,15
weisswa01,1999,1,ATL,NL,110,279,38,63,13,4,2,29,7,3,35,48,1,3,6,4,1
whitede03,1999,1,LAN,NL,134,474,60,127,20,2,14,68,19,5,39,88,2,11,0,2,10
whitero02,1999,1,MON,NL,138,539,83,168,26,6,22,64,10,6,32,85,2,11,0,6,17
widgech01,1999,1,MON,NL,124,383,42,101,24,1,14,56,1,4,28,86,0,7,0,1,5
willibe02,1999,1,NYA,AL,158,591,116,202,28,6,25,115,9,10,100,95,17,1,0,5,11
willige02,1999,1,ATL,NL,143,422,76,116,24,1,17,68,19,11,33,67,1,6,4,2,8
willima04,1999,1,ARI,NL,154,627,98,190,37,2,35,142,2,0,41,93,9,2,0,8,17
wilsocr02,1999,1,CHA,AL,98,252,28,60,8,1,4,26,1,1,23,22,0,0,6,1,5
wilsoda01,1999,1,SEA,AL,123,414,46,110,23,2,7,38,5,0,29,83,4,2,10,2,10
wilsoen01,1999,1,CLE,AL,113,332,41,87,22,1,2,24,5,4,25,41,1,1,4,6,12
wilsopr01,1999,1,FLO,NL,149,482,67,135,21,4,26,71,11,4,46,156,3,9,0,6,15
winnra01,1999,1,TBA,AL,79,303,44,81,16,4,2,24,9,9,17,63,0,1,1,2,3
womacto01,1999,1,ARI,NL,144,614,111,170,25,10,4,41,72,13,52,68,0,2,9,7,4
youngdm01,1999,1,CIN,NL,127,373,63,112,30,2,14,56,3,1,30,71,1,2,0,4,10
younger01,1999,1,LAN,NL,119,456,73,128,24,2,2,41,51,22,63,26,0,5,6,4,12
youngke01,1999,1,PIT,NL,156,584,103,174,41,6,26,106,22,10,75,124,5,12,0,4,13
zeileto01,1999,1,TEX,AL,156,588,80,172,41,1,24,98,1,2,56,94,3,4,1,7,20
abbotje01,2000,1,CHA,AL,80,215,31,59,15,1,3,29,2,1,21,38,1,2,2,1,2
abreubo01,2000,1,PHI,NL,154,576,103,182,42,10,25,79,28,8,100,116,9,1,0,3,12
agbaybe01,2000,1,NYN,NL,119,350,59,101,19,1,15,60,5,5,54,68,2,7,0,3,6
alfoned01,2000,1,NYN,NL,150,544,109,176,40,2,25,94,3,2,95,70,1,5,0,6,12
alicelu01,2000,1,TEX,AL,139,540,85,159,25,8,6,63,1,3,59,75,1,5,7,7,13
alomaro01,2000,1,CLE,AL,155,610,111,189,40,2,19,89,39,4,64,82,4,6,11,6,19
alomasa02,2000,1,CLE,AL,97,356,44,103,16,2,7,42,2,2,16,41,1,4,4,4,9
aloumo01,2000,1,HOU,NL,126,454,82,161,28,2,30,114,3,3,52,45,4,2,0,9,21
anderbr01,2000,1,BAL,AL,141,506,89,130,26,0,19,50,16,9,92,103,5,8,5,7,4
anderga01,2000,1,ANA,AL,159,647,92,185,40,3,35,117,7,6,24,87,5,0,1,9,21
aurilri01,2000,1,SFN,NL,141,509,67,138,24,2,20,79,1,2,54,90,2,0,4,4,15
ausmubr01,2000,1,DET,AL,150,523,75,139,25,3,7,51,11,5,69,79,0,6,4,2,19
bagweje01,2000,1,HOU,NL,159,590,152,183,37,1,47,132,9,6,107,116,11,15,0,7,19
baineha01,2000,1,BAL,AL,72,222,24,59,8,0,10,30,0,0,29,39,6,0,0,1,6
barremi01,2000,1,MON,NL,89,271,28,58,15,1,1,22,0,1,23,35,5,1,1,1,7
batisto01,2000,1,TOR,AL,154,620,96,163,32,2,41,114,5,4,35,121,1,6,0,3,15
bautida01,2000,2,ARI,NL,87,262,45,83,16,7,7,47,5,2,20,30,4,3,4,5,10
beckeri01,2000,2,DET,AL,92,238,48,58,12,0,7,34,1,2,56,70,0,0,0,4,0
bellda01,2000,1,SEA,AL,133,454,57,112,24,2,11,47,2,3,42,66,0,6,6,4,11
bellde01,2000,1,NYN,NL,144,546,87,145,31,1,18,69,8,4,65,125,0,6,2,3,14
belleal01,2000,1,BAL,AL,141,559,71,157,37,1,23,103,0,5,52,68,11,4,0,7,17
belliro01,2000,1,MIL,NL,152,571,83,150,30,9,8,54,7,5,82,84,4,3,4,7,12
bellja01,2000,1,ARI,NL,149,565,87,151,30,6,18,68,7,3,70,88,0,3,6,5,7
beltrad01,2000,1,LAN,NL,138,510,71,148,30,2,20,85,12,5,56,80,2,2,3,4,13
beltrca01,2000,1,KCA,AL,98,372,49,92,15,4,7,44,13,0,35,69,2,0,2,4,12
benarma01,2000,1,SFN,NL,149,560,102,147,27,6,12,55,22,7,63,97,0,6,2,2,4
benjami01,2000,1,PIT,NL,93,233,28,63,18,2,2,19,5,4,12,45,0,3,6,1,4
bergda01,2000,1,FLO,NL,82,210,23,53,14,1,1,21,3,0,25,46,0,5,1,4,5
bergepe01,2000,1,MON,NL,148,518,80,127,25,7,5,31,11,13,58,100,0,0,14,2,4
berkmla01,2000,1,HOU,NL,114,353,76,105,28,1,21,67,6,2,56,73,1,1,0,7,6
bicheda01,2000,1,CIN,NL,125,461,67,136,27,2,16,76,5,2,41,69,3,4,1,7,18
biggicr01,2000,1,HOU,NL,101,377,67,101,13,5,8,35,12,2,61,73,3,16,7,5,10
blanche01,2000,1,MIL,NL,93,284,29,67,24,0,7,31,0,3,36,60,6,0,0,4,9
blumge01,2000,1,MON,NL,124,343,40,97,20,2,11,45,1,4,26,60,2,3,3,4,4
bogarti01,2000,1,HOU,NL,110,304,32,63,9,2,7,33,1,1,35,56,7,3,5,4,15
bondsba01,2000,1,SFN,NL,143,480,129,147,28,4,49,106,11,3,117,77,22,3,0,7,6
bonilbo01,2000,1,ATL,NL,114,239,23,61,13,3,5,28,0,0,37,51,2,1,0,1,3
booneaa01,2000,1,CIN,NL,84,291,44,83,18,0,12,43,6,1,24,52,1,10,2,4,5
boonebr01,2000,1,SDN,NL,127,463,61,116,18,2,19,74,8,4,50,97,7,5,0,7,11
bordimi01,2000,1,BAL,AL,100,391,70,116,22,1,16,59,6,5,34,71,0,1,2,5,12
brosisc01,2000,1,NYA,AL,135,470,57,108,20,0,16,64,0,3,45,73,1,2,0,2,17
brownad01,2000,1,PIT,NL,104,308,64,97,18,3,4,28,13,1,29,34,1,0,2,1,1
buforda01,2000,1,CHN,NL,150,495,64,124,18,3,15,48,4,6,47,118,3,8,4,2,9
buhneja01,2000,1,SEA,AL,112,364,50,92,20,0,26,82,0,2,59,98,3,4,1,2,10
burksel01,2000,1,SFN,NL,122,393,74,135,21,5,24,96,5,1,56,49,5,1,0,8,10
burnije01,2000,1,MIL,NL,161,564,91,131,29,2,31,98,6,4,99,121,10,14,0,9,12
burrepa01,2000,1,PHI,NL,111,408,57,106,27,1,18,79,0,0,63,139,2,1,0,2,5
bushho01,2000,1,TOR,AL,76,297,38,64,8,0,1,18,9,4,18,60,0,5,4,1,10
cabreor01,2000,1,MON,NL,125,422,47,100,25,1,13,55,4,4,25,28,3,1,3,3,12
cairomi01,2000,1,TBA,AL,119,375,49,98,18,2,1,34,28,7,29,34,0,2,6,5,7
camermi01,2000,1,SEA,AL,155,543,96,145,28,4,19,78,24,7,78,133,0,9,7,6,10
caminke01,2000,1,HOU,NL,59,208,42,63,13,0,15,45,3,0,42,37,8,1,0,2,7
canizja01,2000,1,MIN,AL,102,346,43,93,21,1,7,40,4,2,24,57,0,1,0,0,8
cansejo01,2000,1,TBA,AL,61,218,31,56,15,0,9,30,2,0,41,65,1,4,0,1,5
casanra01,2000,1,MIL,NL,86,231,20,57,13,3,6,36,1,2,26,48,1,4,2,2,5
caseyse01,2000,1,CIN,NL,133,480,69,151,33,2,20,85,1,0,52,80,4,7,0,6,16
castilu01,2000,1,FLO,NL,136,539,101,180,17,3,2,17,62,22,78,86,0,0,9,0,11
castivi02,2000,1,TBA,AL,85,331,22,73,9,1,6,42,1,2,14,41,3,3,0,6,9
castrju01,2000,1,CIN,NL,82,224,20,54,12,2,4,23,0,2,14,33,1,0,4,2,9
catalfr01,2000,1,TEX,AL,103,282,55,82,13,2,10,42,6,2,33,36,0,6,3,2,5
cedenro01,2000,1,HOU,NL,74,259,54,73,2,5,6,26,25,11,43,47,0,0,2,1,6
chaveer01,2000,1,OAK,AL,153,501,89,139,23,4,26,86,2,2,62,94,8,1,0,5,9
cirilje01,2000,1,COL,NL,157,598,111,195,53,2,11,115,3,4,67,72,4,6,1,12,19
clarkto02,2000,1,DET,AL,60,208,32,57,14,0,13,37,0,0,24,51,2,0,0,0,10
clarkwi02,2000,1,BAL,AL,79,256,49,77,15,1,9,28,4,2,47,45,3,4,0,3,4
claytro01,2000,1,TEX,AL,148,513,70,124,21,5,14,54,11,7,42,92,1,3,12,3,21
colbrgr01,2000,1,ARI,NL,116,329,48,103,22,1,15,57,0,1,43,45,2,10,0,3,13
coninje01,2000,1,BAL,AL,119,409,53,116,20,2,13,46,4,3,36,53,1,2,0,4,14
coomero01,2000,1,MIN,AL,140,544,64,147,29,1,16,82,2,0,36,50,2,4,0,5,25
coraal01,2000,1,LAN,NL,109,353,39,84,18,6,4,32,4,1,26,53,4,7,6,2,6
cordewi01,2000,1,PIT,NL,89,348,46,98,24,3,16,51,1,2,25,58,1,4,0,1,11
cordoma01,2000,1,TOR,AL,62,200,23,49,7,0,4,18,3,2,18,35,0,3,0,0,6
coxst01,2000,1,TBA,AL,116,318,44,90,19,1,11,35,1,2,45,47,2,5,0,1,9
cruzde01,2000,1,DET,AL,156,583,68,176,46,5,10,82,1,4,13,43,2,4,8,7,25
cruzjo02,2000,1,TOR,AL,162,603,91,146,32,5,31,76,15,5,71,129,3,2,2,3,11
curtich01,2000,1,TEX,AL,108,335,48,91,25,1,8,48,3,3,37,71,0,1,5,3,12
damonjo01,2000,1,KCA,AL,159,655,136,214,42,10,16,88,46,9,65,60,4,1,8,12,7
darrmi02,2000,1,SDN,NL,58,205,21,55,14,4,1,30,9,1,23,45,1,0,0,0,9
daubabr01,2000,1,BOS,AL,142,495,55,123,32,2,21,76,1,1,44,130,2,6,0,4,6
daviser01,2000,1,SLN,NL,92,254,38,77,14,0,6,40,1,1,36,60,0,1,0,2,7
delgaca01,2000,1,TOR,AL,162,569,115,196,57,1,41,137,0,1,123,104,18,15,0,4,12
deshide01,2000,1,BAL,AL,151,561,84,166,43,5,10,86,37,10,69,82,2,1,3,9,16
diazei01,2000,1,CLE,AL,75,250,29,68,14,2,4,25,4,2,11,29,0,8,6,0,7
difelmi01,2000,1,TBA,AL,60,204,23,49,13,1,6,19,0,0,12,40,0,0,5,2,8
drewjd01,2000,1,SLN,NL,135,407,73,120,17,2,18,57,17,9,67,99,4,6,5,1,3
dunstsh01,2000,1,SLN,NL,98,216,28,54,11,2,12,43,3,1,6,47,0,3,4,2,11
durhara01,2000,1,CHA,AL,151,614,121,172,35,9,17,75,25,13,75,105,0,7,5,8,13
dyeje01,2000,1,KCA,AL,157,601,107,193,41,2,33,118,0,1,69,99,6,3,0,6,12
easleda01,2000,1,DET,AL,126,464,76,120,27,2,14,58,13,4,55,79,1,11,4,1,11
edmonji01,2000,1,SLN,NL,152,525,129,155,25,0,42,108,10,3,103,167,3,6,1,8,5
elsteke01,2000,1,LAN,NL,80,220,29,50,8,0,14,32,0,0,38,52,5,0,1,0,0
encarju01,2000,1,DET,AL,141,547,75,158,25,6,14,72,16,4,29,90,1,7,3,4,15
erstada01,2000,1,ANA,AL,157,676,121,240,39,6,25,100,28,8,64,82,9,1,2,4,8
estalbo02,2000,1,SFN,NL,106,299,45,70,22,3,14,53,3,0,57,92,9,2,0,3,4
eusebto01,2000,1,HOU,NL,74,218,24,61,18,0,7,33,0,0,25,45,2,4,0,2,8
evereca01,2000,1,BOS,AL,137,496,82,149,32,4,34,108,11,4,52,113,5,8,0,5,4
febleca01,2000,1,KCA,AL,100,339,59,87,12,1,2,29,17,6,36,48,1,10,13,1,10
finlest01,2000,1,ARI,NL,152,539,100,151,27,5,35,96,12,6,65,87,7,8,2,9,9
flahejo01,2000,1,TBA,AL,109,394,36,103,15,0,10,39,0,0,20,57,2,0,2,2,11
fletcda01,2000,1,TOR,AL,122,416,43,133,19,1,20,58,1,0,20,45,3,5,0,4,8
floydcl01,2000,1,FLO,NL,121,420,75,126,30,0,22,91,24,3,50,82,5,8,0,9,4
fryeje01,2000,1,BOS,AL,69,239,35,69,13,0,1,13,1,3,28,38,0,1,4,1,5
frymatr01,2000,1,CLE,AL,155,574,93,184,38,4,22,106,1,1,73,111,2,1,0,10,15
fullmbr01,2000,1,TOR,AL,133,482,76,142,29,1,32,104,3,1,30,68,3,6,0,6,14
furcara01,2000,1,ATL,NL,131,455,87,134,20,4,4,37,40,14,73,80,0,3,9,2,2
galaran01,2000,1,ATL,NL,141,494,67,149,25,1,28,100,3,5,36,126,5,17,0,1,15
gantro01,2000,1,PHI,NL,89,343,54,87,16,2,20,38,5,4,36,73,1,1,1,3,7
garcino01,2000,1,BOS,AL,140,529,104,197,51,3,21,96,5,2,61,50,20,2,0,7,8
giambja01,2000,1,OAK,AL,152,510,108,170,29,1,43,137,2,0,137,96,6,9,0,8,9
giambje01,2000,1,OAK,AL,104,260,42,66,10,2,10,50,0,0,32,61,2,3,3,4,7
gilbe01,2000,1,ANA,AL,110,301,28,72,14,1,6,23,10,6,30,59,0,5,5,2,7
gilesbr02,2000,1,PIT,NL,156,559,111,176,37,7,35,123,6,0,114,69,13,7,0,8,15
girarjo01,2000,1,CHN,NL,106,363,47,101,15,1,6,40,1,0,32,61,3,3,6,3,12
glanvdo01,2000,1,PHI,NL,154,637,89,175,27,6,8,52,31,8,31,76,1,2,12,7,11
glaustr01,2000,1,ANA,AL,159,563,120,160,37,1,47,102,14,11,112,163,6,2,0,1,14
gonzaal01,2000,1,TOR,AL,141,527,68,133,31,2,15,69,4,4,43,113,0,4,16,1,14
gonzaal02,2000,1,FLO,NL,109,385,35,77,17,4,7,42,7,1,13,77,0,2,5,2,7
gonzaju03,2000,1,DET,AL,115,461,69,133,30,2,22,67,1,2,32,84,3,2,0,1,13
gonzalu01,2000,1,ARI,NL,162,618,106,192,47,2,31,114,2,4,78,85,6,12,2,12,12
gonzawi01,2000,1,SDN,NL,95,284,25,66,15,1,5,30,1,2,30,31,4,3,1,1,5
goodwto01,2000,1,COL,NL,91,317,65,86,8,8,5,47,39,7,50,76,2,1,5,4,3
goodwto01,2000,2,LAN,NL,56,211,29,53,3,1,1,11,16,3,18,41,0,0,0,0,4
gracema01,2000,1,CHN,NL,143,510,75,143,41,1,11,82,1,2,95,28,11,6,2,8,7
grebecr01,2000,1,TOR,AL,66,241,38,71,19,0,3,23,0,0,25,33,0,2,1,1,7
greensh01,2000,1,LAN,NL,162,610,98,164,44,4,24,99,24,5,90,121,9,8,0,6,18
greenwi01,2000,1,CHN,NL,105,299,34,60,15,2,10,37,4,0,36,69,2,2,0,2,5
greerru01,2000,1,TEX,AL,105,394,65,117,34,3,8,65,4,1,51,61,1,3,0,5,14
grievbe01,2000,1,OAK,AL,158,594,92,166,40,1,27,104,3,0,73,130,2,3,0,5,32
griffke02,2000,1,CIN,NL,145,520,100,141,22,3,40,118,6,4,94,117,17,9,0,8,7
grissma02,2000,1,MIL,NL,146,595,67,145,18,2,14,62,20,10,39,99,2,0,2,4,9
grudzma01,2000,1,LAN,NL,148,617,101,172,35,6,7,49,12,3,45,81,0,9,2,3,16
guerrvl01,2000,1,MON,NL,154,571,101,197,28,11,44,123,9,10,58,74,23,8,0,4,15
guerrwi01,2000,1,MON,NL,127,288,30,77,7,2,2,23,8,1,19,41,0,0,6,1,6
guillca01,2000,1,SEA,AL,90,288,45,74,15,2,7,42,1,3,28,53,0,2,7,3,6
guilljo01,2000,1,TBA,AL,105,316,40,80,16,5,10,41,3,1,18,65,1,13,2,0,6
gutieri01,2000,1,CHN,NL,125,449,73,124,19,2,11,56,8,2,66,58,0,7,16,4,10
guzmacr01,2000,1,MIN,AL,156,631,89,156,25,20,8,54,28,10,46,101,1,2,7,4,5
haltesh01,2000,1,DET,AL,105,238,26,62,12,2,3,27,5,2,14,49,0,1,10,2,5
hammoje01,2000,1,COL,NL,122,454,94,152,24,2,20,106,14,7,44,83,4,5,2,6,11
hattesc01,2000,1,BOS,AL,92,230,21,61,15,0,8,36,0,1,38,39,3,0,1,2,8
hayesch01,2000,1,MIL,NL,121,370,46,93,17,0,9,46,1,1,57,84,4,1,0,6,11
heltoto01,2000,1,COL,NL,160,580,138,216,59,2,42,147,5,3,103,61,22,4,0,10,12
henderi01,2000,2,SEA,AL,92,324,58,77,13,2,4,30,31,9,63,55,0,2,3,3,9
hernajo01,2000,1,MIL,NL,124,446,51,109,22,1,11,59,3,7,41,125,3,6,0,3,12
hernara02,2000,1,OAK,AL,143,419,52,101,19,0,14,62,1,0,38,64,1,7,10,5,14
hidalri01,2000,1,HOU,NL,153,558,118,175,42,3,44,122,13,6,56,110,3,21,0,9,13
higgibo02,2000,1,DET,AL,154,597,104,179,44,4,30,102,15,3,74,99,6,2,2,3,5
hockide01,2000,1,MIN,AL,134,373,52,111,24,4,4,47,7,5,48,77,1,0,7,5,2
hollato01,2000,1,LAN,NL,81,261,42,61,12,0,8,24,11,4,30,61,2,1,0,1,4
houstty01,2000,1,MIL,NL,101,284,30,71,15,0,18,43,2,1,17,72,3,0,4,0,13
hundlto01,2000,1,LAN,NL,90,299,49,85,16,0,24,70,0,1,45,69,6,2,1,6,5
huntebr02,2000,1,COL,NL,72,200,36,55,4,1,1,13,15,3,21,31,0,1,4,0,2
hunteto01,2000,1,MIN,AL,99,336,44,94,14,7,5,44,4,3,18,68,2,2,0,2,13
huskebu01,2000,1,MIN,AL,64,215,22,48,13,0,5,27,0,2,25,49,1,2,0,3,5
jacksda04,2000,1,SDN,NL,138,470,68,120,27,6,6,37,28,6,62,108,2,3,4,2,7
javiest01,2000,1,SEA,AL,105,342,61,94,18,5,5,40,4,3,42,64,2,0,4,4,7
jenkige01,2000,1,MIL,NL,135,512,100,155,36,4,34,94,11,1,33,135,6,15,0,4,9
jeterde01,2000,1,NYA,AL,148,593,119,201,31,4,15,73,22,4,68,99,4,12,3,3,14
johnsch04,2000,1,BAL,AL,84,286,52,84,16,0,21,55,2,0,32,69,0,0,1,1,8
johnsma02,2000,1,CHA,AL,75,213,29,48,11,0,3,23,3,2,27,40,0,1,10,0,3
jonesan01,2000,1,ATL,NL,161,656,122,199,36,6,36,104,21,6,59,100,0,9,0,5,12
jonesch06,2000,1,ATL,NL,156,579,118,180,38,1,36,111,14,7,95,64,10,2,0,10,14
jonesja04,2000,1,MIN,AL,154,523,66,149,26,5,19,76,7,5,26,111,4,0,1,0,17
jordabr01,2000,1,ATL,NL,133,489,71,129,26,0,17,77,10,2,38,80,1,5,0,5,12
jordake01,2000,1,PHI,NL,109,337,30,74,16,2,5,36,0,1,17,41,0,1,0,3,11
joynewa01,2000,1,ATL,NL,119,224,24,63,12,0,5,32,0,0,31,31,3,1,0,4,2
justida01,2000,1,CLE,AL,68,249,46,66,14,1,21,58,1,1,38,49,2,0,0,1,7
justida01,2000,2,NYA,AL,78,275,43,84,17,0,20,60,1,0,39,42,1,1,0,2,6
kaplega01,2000,1,TEX,AL,116,444,59,134,32,1,14,66,8,4,42,57,2,0,2,3,12
karroer01,2000,1,LAN,NL,155,584,84,146,29,0,31,106,4,3,63,122,2,4,0,12,18
kendaja01,2000,1,PIT,NL,152,579,112,185,33,6,14,58,22,12,79,79,3,15,1,4,13
kennead01,2000,1,ANA,AL,156,598,82,159,33,11,9,72,22,8,28,73,5,3,8,4,10
kentje01,2000,1,SFN,NL,159,587,114,196,41,7,33,125,12,9,90,107,6,9,0,9,17
kleskry01,2000,1,SDN,NL,145,494,88,140,33,2,26,92,23,7,91,81,9,1,0,4,10
knoblch01,2000,1,NYA,AL,102,400,75,113,22,2,5,26,15,7,46,45,0,8,1,2,6
konerpa01,2000,1,CHA,AL,143,524,84,156,31,1,21,97,1,0,47,72,0,10,0,5,22
koskico01,2000,1,MIN,AL,146,474,79,142,32,4,9,65,5,4,77,104,7,4,1,3,11
kotsama01,2000,1,FLO,NL,152,530,87,158,31,5,12,57,19,9,42,46,2,0,2,4,17
kreutch01,2000,1,LAN,NL,80,212,32,56,13,0,6,28,1,0,54,48,0,2,2,1,6
lambmi01,2000,1,TEX,AL,138,493,65,137,25,2,6,47,0,2,34,60,6,4,5,2,10
lankfra01,2000,1,SLN,NL,128,392,73,99,16,3,26,65,5,6,70,148,1,4,0,6,6
lansimi01,2000,1,COL,NL,90,365,62,94,14,6,11,47,8,2,31,49,1,0,3,1,13
larkiba01,2000,1,CIN,NL,102,396,71,124,26,5,11,41,14,6,48,31,0,1,2,0,10
lawtoma02,2000,1,MIN,AL,156,561,84,171,44,2,13,88,23,7,91,63,8,7,0,5,10
ledeeri01,2000,3,TEX,AL,58,213,23,50,6,3,4,38,6,3,25,50,2,1,0,1,7
leeca01,2000,1,CHA,AL,152,572,107,172,29,2,24,92,13,4,38,94,1,3,1,5,17
leede02,2000,1,FLO,NL,158,477,70,134,18,3,28,70,0,3,63,123,6,4,0,2,14
leetr01,2000,1,ARI,NL,72,224,34,52,13,0,8,40,5,1,25,46,1,0,0,1,6
lewisda01,2000,1,BOS,AL,97,270,44,65,12,0,2,17,10,5,22,34,0,3,8,0,2
liebemi01,2000,1,PHI,NL,108,389,55,108,30,0,15,71,2,0,40,53,3,6,0,3,12
lockhke01,2000,1,ATL,NL,113,275,32,73,12,3,2,32,4,1,29,31,7,0,5,4,10
loftoke01,2000,1,CLE,AL,137,543,107,151,23,5,15,73,30,7,79,72,3,4,6,8,11
longte01,2000,1,OAK,AL,138,584,104,168,34,4,18,80,5,0,43,77,1,1,0,3,18
lopezja01,2000,1,ATL,NL,134,481,60,138,21,1,24,89,0,0,35,80,3,4,0,5,20
lopezlu02,2000,1,MIL,NL,78,201,24,53,14,0,6,27,1,2,9,35,1,5,8,2,2
loretma01,2000,1,MIL,NL,91,352,49,99,21,1,7,40,0,3,37,38,2,1,8,1,9
lowelmi01,2000,1,FLO,NL,140,508,73,137,38,0,22,91,4,0,54,75,4,9,0,11,4
lugoju01,2000,1,HOU,NL,116,420,78,119,22,5,10,40,22,9,37,93,0,4,3,1,9
martial03,2000,1,SDN,NL,93,346,62,106,13,6,11,27,6,8,28,54,5,2,0,2,2
martied01,2000,1,SEA,AL,153,556,100,180,31,0,37,145,3,0,96,95,8,5,0,8,13
martife01,2000,1,TBA,AL,106,299,42,64,11,4,2,17,9,3,32,68,0,8,12,2,4
martiti02,2000,1,NYA,AL,155,569,69,147,37,4,16,91,4,1,52,74,9,8,0,3,16
mateoru01,2000,1,TEX,AL,52,206,32,60,11,0,7,19,6,0,10,34,1,5,1,0,5
mathemi01,2000,1,SLN,NL,128,417,43,109,22,1,6,47,0,0,32,96,8,4,7,4,11
maynebr01,2000,1,COL,NL,117,335,36,101,21,0,6,64,1,3,47,48,13,1,4,8,12
mccarda01,2000,1,KCA,AL,103,270,34,75,14,2,12,53,0,0,22,68,1,0,0,3,6
mcgrifr01,2000,1,TBA,AL,158,566,82,157,18,0,27,106,2,0,91,120,10,0,0,7,16
mcgwima01,2000,1,SLN,NL,89,236,60,72,8,0,32,73,1,0,76,78,12,7,0,2,5
mclemma01,2000,1,SEA,AL,138,481,72,118,23,1,3,46,30,14,81,78,2,1,11,4,12
mearepa01,2000,1,PIT,NL,132,462,55,111,22,2,13,47,1,0,36,91,6,8,5,3,13
melusmi01,2000,1,HOU,NL,117,337,47,101,21,0,14,69,1,0,55,74,10,4,1,3,7
millake01,2000,1,FLO,NL,123,259,36,67,14,3,14,42,0,0,36,47,0,8,0,2,5
milleda02,2000,1,ARI,NL,100,324,43,89,24,0,10,44,2,2,36,74,4,1,1,2,6
